353,Qiang Fu
354,Vijay A. Saraswat
355,Tao Qin
356,Yasushi Ogawa
357,Francesco Scarcello
358,Pei Yang
359,Divesh Srivastava
360,Witold Lukaszewicz
361,Jianling Sun
362,Kostas Tsichlas
363,Alexandros Kalousis
364,Luís Torgo
365,Raphael Hoffmann
366,Sigal Sahar
367,Feng Liang
368,James R. Slagle
369,Wei Tang
370,Mustafa Bilgic
371,James J. Lu
372,Guangyou Zhou
373,Yi Chen
374,Yong Luo
375,Thomas Lukasiewicz
376,Paul Weng
377,Claudio Lucchese
378,Vittorio Castelli
379,Vanja Josifovski
380,Tetsuro Morimura
381,Giuseppe Manco
382,Benjamin Schrauwen
383,Cho-Jui Hsieh
384,Joo-Hwee Lim
385,Alan Stocker
386,Laura Dietz
387,Jie Yin
388,Tina Eliassi-Rad
389,Shenghuo Zhu
390,Shyamsundar Rajaram
391,Robert A. Kowalski
392,Bin Yang
393,Nicola Tonellotto
394,Julien Mairal
395,Ambedkar Dukkipati
396,Ashutosh Saxena
397,Alain Pirotte
398,Kavitha Srinivas
399,Enrico H. Gerding
400,Viliam Lisý
401,Javier R. Movellan
402,Diego Ceccarelli
403,Suzanne M. Embury
404,Andrea Esuli
405,Nadathur Satish
406,Armando Fox
407,Peter F. Patel-Schneider
408,Daniel D. Lee
409,Dawei Yin
410,Hoyoung Jeung
411,Karl Gyllstrom
412,Bing Li
413,Ramez Elmasri
414,Chaitanya K. Baru
415,Wouter Weerkamp
416,Masao Utiyama
417,Scott T. Leutenegger
418,Giovanni Zappella
419,Fanhua Shang
420,Lada A. Adamic
421,Takuya Matsuzaki
422,Rajhans Samdani
423,Ella Bingham
424,Hari Sundaram
425,Haris Aziz
426,Lotfi A. Zadeh
427,Chenhao Tan
428,James M. Crawford
429,Donald Cohen
430,Sepp Hochreiter
431,Anlei Dong
432,Seungjin Choi
433,Umar Syed
434,Marius Pasca
435,Daniel Golovin
436,Wenting Tu
437,Frank McSherry
438,Gösta Grahne
439,Bruce W. Porter
440,Min-Ling Zhang
441,Zijian Zheng
442,Shinichi Nakajima
443,Sam Yuan Sung
444,Robert Bredereck
445,Xiaoyi Li
446,Dan I. Moldovan
447,Hong Liu
448,Nabil R. Adam
449,Grigoris Antoniou
450,Qun Liu
451,Ian Soboroff
452,Ayan Acharya
453,Grant E. Weddell
454,George A. Mihaila
455,George Forman
456,Gerhard Lakemeyer
457,Huajun Chen
458,Weili Wu
459,Shalom Tsur
460,Praveen Seshadri
461,Arnaud Sahuguet
462,Mario Lucic
463,Yoshihiro Yamanishi
464,Jordan B. Pollack
465,James F. Allen
466,Piergiorgio Bertoli
467,Carl Edward Rasmussen
468,Craig A. Knoblock
469,Bongki Moon
470,Sharad Mehrotra
471,Chris Giannella
472,Sanjay Ranka
473,Alex Lascarides
474,Éric Gaussier
475,Yu Chen
476,Karl Schnaitter
477,Xiaozhong Liu
478,Udo Hahn
479,Wei Vivian Zhang
480,Iris Miliaraki
481,Ralph M. Weischedel
482,William J. Clancey
483,Ying Yan
484,Justin J. Levandoski
485,Matthai Philipose
486,Dingding Wang
487,Huan-Bo Luan
488,Yulan He
489,Yi Yang
490,Kyumin Lee
491,Ayhan Demiriz
492,Il Memming Park
493,Mark Steyvers
494,Hyoung-Joo Kim
495,John Thornton
496,Kornél G. Markó
497,Yves Chauvin
498,Yongfeng Huang
499,Matthias Hein 0001
500,Eilon Vaadia
501,Matthew Eric Otey
502,Kamal Nigam
503,Irwin King
504,Heng Huang
505,Vladimir Vovk
506,Hongyu Guo
507,Arjun Dasgupta
508,Stephen D. Bay
509,Haifeng Xu
510,Dell Zhang
511,Gu Xu
512,Chuck Rieger
513,John Seely Brown
514,Yongrui Qin
515,Fei Xu
516,Yannis Sismanis
517,Xinran He
518,Klaus Obermayer
519,Jakob H. Macke
520,Jiquan Ngiam
521,Lev Reyzin
522,Christos Dimitrakakis
523,Mauricio A. Hernández
524,Thomas Dean
525,Stefano Soatto
526,Tom Minka
527,Daniel Keren
528,Ah-Hwee Tan
529,Alan Said
530,Caimei Lu
531,Souripriya Das
532,Tiejun Huang
533,Bruce R. Schatz
534,Brian Tanner
535,Ravindra Guravannavar
536,Fabian Keller
537,Dragomir Yankov
538,Azer Bestavros
539,Shin Ishii
540,Di Wang
541,Arie Shoshani
542,Jin Dong
543,Mark Levene
544,Timothy T. Rogers
545,Chong-Wah Ngo
546,Forrest Sheng Bao
547,Jianguo Xiao
548,Joohyung Lee
549,Saburo Tsuji
550,Bertrand Thirion
551,Jiang Su
552,Brian Milch
553,Alexander Markowetz
554,Mehrdad Mahdavi
555,Mark Johnson
556,Xuan Song
557,Aaron Wilson
558,Frans A. Oliehoek
559,Kyoji Hirata
560,Ou Wu
561,Alyson K. Fletcher
562,Naren Ramakrishnan
563,Prashanth L. A.
564,Bruce W. Ballard
565,Prasad Tadepalli
566,Peter Cheeseman
567,Wolfram Burgard
568,Torsten Grabs
569,Juan José del Coz
570,Bernardo Cuenca Grau
571,Deepak P
572,Kristin P. Bennett
573,Zhi-Hong Deng
574,Stéphane Clinchant
575,Ronald J. Brachman
576,Jürgen Krämer
577,Vincent S. Tseng
578,Risto Miikkulainen
579,Junjie Yao
580,Constantine D. Spyropoulos
581,James A. Thom
582,Robin J. Popplestone
583,Naiyan Wang
584,Feng Jing
585,Jia-Yu Pan
586,Edgar Meij
587,C. J. Date
588,Mossaab Bagdouri
589,Mijung Park
590,Leen-Kiat Soh
591,Marie-Anne Neimat
592,Jayadev Acharya
593,Donald E. Walker
594,Atsuyuki Morishima
595,Derek H. Sleeman
596,Thomas Phan
597,Vittorio Murino
598,Takashi Washio
599,Steven C. H. Hoi
600,Chinmay Hegde
601,Joseph J. Pfeiffer III
602,Ramin Zabih
603,Rodney A. Brooks
604,Giuseppe Carenini
605,Debra E. VanderMeer
606,Ming Dong
607,Dirk Van Gucht
608,Stephen Clark
609,Gerome Miklau
610,John M. Prager
611,Detlef Prescher
612,Tetsuya Ishikawa
613,Aviezri S. Fraenkel
614,Qi Mao
615,Nic Wilson
616,Alejandro Bellogín
617,Ricardo da Silva Torres
618,Jiashu Zhao
619,Dan Pelleg
620,Khaled Yagoub
621,Vebjorn Ljosa
622,Antonio Albano
623,Keh-Yih Su
624,Chris Clifton
625,Ahmed Metwally
626,Kenneth P. Smith
627,Jurgen Van Gael
628,Nello Cristianini
629,Li-Ping Liu
630,Carsten Eickhoff
631,Yoshimasa Tsuruoka
632,Ye Chen
633,Yasuko Matsubara
634,Lijun Chang
635,Alfonso F. Cardenas
636,Bill Howe
637,Dotan Di Castro
638,Chinya V. Ravishankar
639,Kenji Yamanishi
640,Jan Vosecky
641,Shuguo Han
642,Colette Rolland
643,Ning Liu
644,Francesco Bonchi
645,Byron Dom
646,Stephen M. Omohundro
647,Li Xiong
648,Yiyu Yao
649,Antony Galton
650,Aapo Hyvärinen
651,Roman Kontchakov
652,Edwin P. D. Pednault
653,Hongzhi Wang
654,Brahim Chaib-draa
655,Nikos Pelekis
656,Mohand-Said Hacid
657,Alexander G. Schwing
658,Deepayan Chakrabarti
659,Douglas E. Appelt
660,Xiaoming Jin
661,Alin Dobra
662,Marko Salmenkivi
663,David Elliot Shaw
664,Benjamin M. Marlin
665,Zhen Hua Liu
666,Jiyin He
667,Tam T. Nguyen
668,David A. Evans
669,Scott Shenker
670,Nelson Mendonça Mattos
671,Zoltán Miklós
672,Nirmalie Wiratunga
673,Salem Benferhat
674,Chris Dyer
675,Jingjing Liu
676,Trevor Hastie
677,Xin Geng
678,Yee Seng Chan
679,Mohamed Nadif
680,Nectarios Koziris
681,Nicol N. Schraudolph
682,Byung-Hoon Park
683,Xu-Dong Zhang
684,Vivek Srikumar
685,Pushpak Bhattacharyya
686,Misha Denil
687,Yu Wang
688,Yuqiang Guan
689,Nan Du
690,Alex Delis
691,Heikki Mannila
692,Ke Chen 0005
693,Andreas Pfandler
694,Partha Pratim Talukdar
695,Tomás Skopal
696,Yoav Goldberg
697,William Dabney
698,Miroslav Kubat
699,Wenjie Li
700,William M. Campbell
701,Chih-Jen Lin
702,Martin A. Riedmiller
703,Zhengdao Xu
704,Hyun Duk Kim
705,Noam Slonim
706,Panos Vassiliadis
707,Jérôme Siméon
708,Rudolf Kruse
709,David Fuhry
710,Huiji Gao
711,Terence D. Sanger
712,Jinxi Zhao
713,Jimmy H. M. Lee
714,Mehran Sahami
715,Sally I. McClean
716,Bingsheng He
717,Wolfgang Faber
718,Prabhakar Raghavan
719,Vanessa Murdock
720,Weichang Li
721,Robert J. Woodward
722,Florian Verhein
723,Shengxian Wan
724,Andrea Passerini
725,Ying Cui
726,Prakash Panangaden
727,Khalid Al-Kofahi
728,David A. Wroblewski
729,Cheng-Ru Lin
730,Leah S. Larkey
731,Rohit Jain
732,Evimaria Terzi
733,Rafael Pass
734,Xiao Chen
735,Tzung-Pei Hong
736,Jamie Morgenstern
737,John C. S. Lui
738,Thomas M. Strat
739,Feng Wu
740,Yichuan Tang
741,Henri Prade
742,Christopher W. Geib
743,Alistair Moffat
744,Elaine Kant
745,Erik Sandewall
746,Ziyu Guan
747,Joshua Alspector
748,Kaiqi Zhao
749,Mohammad El-Hajj
750,Hung Hai Bui
751,Xiaoxiao Shi
752,Irina Rish
753,Ziming Zhuang
754,Sumit Bhatia
755,Ravi Murthy
756,Jessica Lin 0001
757,Charles L. Viles
758,Paolo Rosso
759,Ari Pirkola
760,Stephan Ewen
761,Russell Sears
762,Bin Tan
763,Giorgio Orsi
764,Christopher Kiekintveld
765,Robert Holte
766,Luís C. Lamb
767,J. Scott McCarley
768,Mehmet Altinel
769,Russell Bent
770,Letizia Tanca
771,Rich Caruana
772,Tzu-Kuo Huang
773,Rosine Cicchetti
774,Klaus Berberich
775,Xiao Li
776,John C. Duchi
777,Di Jiang
778,Tanya Y. Berger-Wolf
779,Neil Burch
780,Jilles Vreeken
781,Michele Berlingerio
782,Richard Socher
783,Ilias N. Flaounas
784,Thomas Seidl 0001
785,Koichi Furukawa
786,Candace L. Sidner
787,Sitaram Asur
788,Parag Singla
789,Emine Yilmaz
790,Manuela M. Veloso
791,Yavor Nenov
792,Gergely Neu
793,Rosana S. G. Lanzelotte
794,Fengzhan Tian
795,Karin Kailing
796,Ricardo J. G. B. Campello
797,Michael Rys
798,David Brill
799,Svetlana Obraztsova
800,Binyamin Rosenfeld
801,Carver Mead
802,Petroula Tsampouka
803,Herbert A. Simon
804,Soumyadeb Mitra
805,Dat Tran
806,Michael O. Duff
807,Sumit Mittal
808,Kamal Ali
809,Nathan Nan Liu
810,Elizabeth J. O'Neil
811,Douglas Eck
812,Shiwen Cheng
813,Kostas Stergiou
814,Wim Wiegerinck
815,Zografoula Vagena
816,Mirek Riedewald
817,Geert Jan Bex
818,Jianlong Tan
819,Don S. Batory
820,Norbert Fuhr
821,Julie A. Shah
822,Gheorghe Tecuci
823,Sheau-Dong Lang
824,Branimir Boguraev
825,Peter Kairouz
826,Christo Wilson
827,Michael Wurst
828,Iván Cantador
829,Matti Järvisalo
830,Roxana Girju
831,Raghav Kaushik
832,Zheng Lin
833,Kihong Kim
834,Feng Yan
835,Albrecht Zimmermann
836,Wenlin Chen
837,Nico Görnitz
838,Ljupco Todorovski
839,Xiao Qin
840,Yue Shi
841,Kouzou Ohara
842,Wei-Min Shen
843,Zhen Zhang
844,Pei-Pei Li
845,Alexandre Termier
846,Boaz Nadler
847,Peter Geibel
848,Qiudan Li
849,Rui Li
850,Manfred K. Warmuth
851,Yefei Peng
852,Bin Shen
853,Floris Geerts
854,Riichiro Mizoguchi
855,Qingzhao Tan
856,James M. Rehg
857,William Perrizo
858,Prasad M. Deshpande
859,Qingbo Hu
860,Luciano Serafini
861,Ruiqiang Zhang
862,John R. Anderson
863,Ian P. Gent
864,Valter Crescenzi
865,Eugene Agichtein
866,Mark Stevenson
867,Carole A. Goble
868,Chris Brew
869,Oskar Dressler
870,Miguel Á. Carreira-Perpiñán
871,Felix V. Agakov
872,Stratos Idreos
873,Darrell Whitley
874,Nada Lavrac
875,Hui Wang 0001
876,Hans-Ulrich Krieger
877,Tamir Tassa
878,Leendert W. N. van der Torre
879,Jeff G. Schneider
880,Ron Meir
881,Daniel Barbará
882,Mingyuan Zhou
883,Krithi Ramamritham
884,Jan Rittinger
885,Michael I. Jordan
886,Fabrizio Silvestri
887,Georges Dupret
888,Hayato Yamana
889,Jianfeng Du
890,Frank Hopfgartner
891,Yiqun Liu
892,Mark A. Paskin
893,Ivan Titov
894,Luis E. Ortiz
895,Christos Faloutsos
896,Vassilis Plachouras
897,Dunja Mladenic
898,Mario Boley
899,Margaret King
900,David A. Forsyth
901,Stephanie Rosenthal
902,Michael J. Carey
903,Hongbo Xu
904,Bhaskar D. Rao
905,Craig E. Wills
906,Ee-Peng Lim
907,Rick Lawrence
908,Takahira Yamaguchi
909,Tolga Bozkaya
910,Kothuri Venkata Ravi Kanth
911,Federica Mandreoli
912,Ian J. Goodfellow
913,Dongxiang Zhang
914,Suman Nath
915,Arthur U. Asuncion
916,Moses Charikar
917,Guillaume Bouchard
918,Shijie Zhang
919,Qi Zhang
920,Maryam Karimzadehgan
921,Weimin Du
922,Min Wang
923,Loreto Bravo
924,Pierre Geurts
925,R. G. G. Cattell
926,S. Derin Babacan
927,Carles Sierra
928,Andrew McGregor
929,Jana Schmidt
930,Mihaela van der Schaar
931,Marie-Laure Mugnier
932,Enrique Amigó
933,Faisal Kamiran
934,Victor Vianu
935,Xiaofeng He
936,Alexandros Ntoulas
937,Shohei Hido
938,Michael G. Dyer
939,Shimon Whiteson
940,Michihiro Kuramochi
941,Matthias Petri
942,Rafael Berlanga Llavori
943,Nicola Leone
944,Varun Chandola
945,Gerhard Paass
946,Hila Becker
947,Daniel M. Roy
948,Mengling Feng
949,Manas Joglekar
950,Edith Cohen
951,Panagiotis Papapetrou
952,Bamshad Mobasher
953,Jinhui Tang
954,Lynn Andrea Stein
955,François Goasdoué
956,Devika Subramanian
957,Shusen Wang
958,Jason Eisner
959,Mark-Jan Nederhof
960,Christoph Böhm 0001
961,Mokrane Bouzeghoub
962,Meir Kalech
963,Bin Chen
964,Curtis E. Dyreson
965,Ge Yu
966,Pinghua Gong
967,Vladimir Kolmogorov
968,Dieter Gawlick
969,Gal Elidan
970,Martin Szummer
971,Piyush Rai
972,Frans Coetzee
973,Nobuyuki Shimizu
974,Stephen Soderland
975,Yu Zhang 0006
976,Harish G. Ramaswamy
977,Joseph Keshet
978,Ken-ichi Kawarabayashi
979,Nikos Ntarmos
980,Fabio Ramos
981,Hubie Chen
982,Craig Boutilier
983,Yuefeng Li
984,Jonathan Slocum
985,Gordon I. McCalla
986,Alkis Simitsis
987,Tuan Anh Nguyen 0001
988,Animesh Mukherjee
989,Yngvi Björnsson
990,Michael Herscovici
991,Krishnaram Kenthapadi
992,Leandro Soriano Marcolino
993,Vwani P. Roychowdhury
994,Cosmin Adrian Bejan
995,Olivier Raiman
996,Huiming Qu
997,Emma Brunskill
998,Bracha Shapira
999,Gerard Salton
1000,Dimitrios Tsoumakos
1001,Javed A. Aslam
1002,Jiawei Han
1003,Michael Kearns
1004,G. Craig Murray
1005,Vincent Y. Lum
1006,Thomas Kailath
1007,Aniruddh Nath
1008,Bin Fu
1009,Taiji Suzuki
1010,S. Bing Yao
1011,Peter Pietzuch
1012,David Jensen
1013,Timothy K. Horiuchi
1014,Boualem Benatallah
1015,Milan Vojnovic
1016,Daqing He
1017,Ming Li 0001
1018,Linas Baltrunas
1019,Ming Li 0005
1020,Stefan Woltran
1021,Dean P. Foster
1022,Ronald K. Pearson
1023,Wei-keng Liao
1024,Ruzena Bajcsy
1025,Noboru Murata
1026,Madalina Fiterau
1027,Paul A. Viola
1028,Kate Larson
1029,Werner Nutt
1030,Lars Backstrom
1031,Mitesh M. Khapra
1032,Patrick E. O'Neil
1033,Xuezhi Wang
1034,Laurent Siklóssy
1035,Hiyan Alshawi
1036,Aram Galstyan
1037,Yi Sun
1038,Aparna S. Varde
1039,Mark A. Girolami
1040,Ting Liu
1041,Meiyu Lu
1042,Marina Meila
1043,Maryann E. Martone
1044,Sander M. Bohte
1045,Andrei Arion
1046,Stephen J. Wright
1047,Arthur M. Keller
1048,Zhaoping Li
1049,Sarabjot S. Anand
1050,Jean-Marc Petit
1051,Ira Cohen
1052,Lan Du
1053,Ming-Ling Lo
1054,Kilho Shin
1055,Ian En-Hsu Yen
1056,Tat-Seng Chua
1057,Marc B. Vilain
1058,Stijn Vansummeren
1059,S. Seshadri
1060,Peter Fankhauser
1061,Fatma Ozcan
1062,Li Ding
1063,Vibhuti S. Sengar
1064,Arno J. Knobbe
1065,Xuan Hong Dang
1066,Haibin Cheng
1067,Jamie Callan
1068,Wang Chiew Tan
1069,Sebastian Link
1070,Viktor K. Prasanna
1071,Trung Le
1072,Maurice van Keulen
1073,Tapio Elomaa
1074,Richard Hull
1075,Radu Sion
1076,Yun Sing Koh
1077,Yi-Cheng Chen
1078,Xiaochun Cao
1079,David R. Traum
1080,Galileo Namata
1081,Antonio L. Furtado
1082,Mingsheng Hong
1083,Jeffrey S. Rosenschein
1084,Eric Mjolsness
1085,Frank Neven
1086,Ulrike von Luxburg
1087,Olivier Chapelle
1088,Jun Sun
1089,Kai Li
1090,Mohan Sridharan
1091,Gareth J. F. Jones
1092,Rafael M. Frongillo
1093,Yang-Sae Moon
1094,Shonali Krishnaswamy
1095,Xian-Sheng Hua
1096,Ofra Amir
1097,Esen A. Ozkarahan
1098,Rui Yan
1099,Vijayshankar Raman
1100,Lluis Garcia Pueyo
1101,Benoît Dumoulin
1102,Faisal Nawab
1103,Ben He
1104,Austin R. Benson
1105,Cun-Hui Zhang
1106,William T. Freeman
1107,Constantine Caramanis
1108,Johannes Fürnkranz
1109,Sicong Zhang
1110,Sriharsha Veeramachaneni
1111,Maja J. Mataric
1112,Stuart E. Madnick
1113,Jure Leskovec
1114,Adrian R. Pearce
1115,Arun S. Maiya
1116,Yannis Theodoridis
1117,Kee-Eung Kim
1118,Zhan-yi Liu
1119,Leonid Libkin
1120,Omar Alonso
1121,David C. Parkes
1122,Niranjan Balasubramanian
1123,Xin-Jing Wang
1124,Michael W. Mahoney
1125,Alexander Kotov
1126,Maria-Florina Balcan
1127,Yang Sok Kim
1128,Giuseppe De Giacomo
1129,Ronald T. Fernández
1130,Joelle Pineau
1131,Mitsunori Ogihara
1132,Arkadii M. Slinko
1133,Nikolaus Augsten
1134,Qiang Cheng
1135,Shirish Krishnaj Shevade
1136,Qi He
1137,Zhiyuan Chen
1138,Vibhu O. Mittal
1139,Balaji Palanisamy
1140,Alon Y. Halevy
1141,Till Westmann
1142,Raquel Urtasun
1143,Haichuan Shang
1144,Andrea Micheli
1145,Hiroaki Kitano
1146,Reinhard Rapp
1147,Luca Maria Gambardella
1148,Ryszard S. Michalski
1149,Dawei Song
1150,Byron Boots
1151,Frank Wm. Tompa
1152,Kenji Yamada
1153,Ralf Herbrich
1154,Michael Sioutis
1155,Rajat Raina
1156,Colin Campbell
1157,Emmanuel Hebrard
1158,Jan O. Pedersen
1159,Tiancheng Li
1160,Thomas Schiex
1161,Stefan Decker
1162,Claude-Guy Quimper
1163,Debapriyo Majumdar
1164,Bo Li
1165,Rong Jin
1166,Attilio Giordana
1167,Jacob Goldberger
1168,Tao Li
1169,Lan Nie
1170,Mehul A. Shah
1171,Wenjun Zhou
1172,Peter C. Lockemann
1173,Karsten M. Borgwardt
1174,Ning An
1175,Daniel Gruhl
1176,Nan Tang 0001
1177,Zheng Chen
